"qry_transcript_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","ref_gene_id","qry_gene_id","ref_gene_name","gene_annotation","ref_transcript_id","ref_transcript_name","class_code"
"TU20881",664.531590395818,27.1892295662798,5.91294244158308,1.20828762321562e-06,9.26199480723418e-05,"LOC111507365","G11728","proton-coupled amino acid transporter-like protein pathetic","refseq","XM_023162662.1","proton-coupled amino acid transporter-like protein pathetic, transcript variant X1","j"
"TU20773",17.301732656443,2.44526398216971,3.36224449335988,0.00248418695779539,0.0426691738458728,NA,"G11671","* G2/mitotic-specific cyclin-B","novel","PSN40499","G2/mitotic-specific cyclin-B","u"
"TU31367",65.7445207729414,-12.0909448897336,5.96978404610406,0.000247774373564704,0.00720843266916915,"LOC111511438","G17820","uncharacterized LOC111511438","refseq","XM_023167451.1","uncharacterized LOC111511438","j"
"TU27904",739.457967142098,-1.87572832561352,2.3528581983185,0.00162922556120332,0.0307496397750009,"LOC111510062","G15767","uncharacterized protein DDB_G0290685-like","refseq","XM_023165920.1","uncharacterized protein DDB_G0290685-like","k"
"TU26908",899.276096537556,-12.022421983264,1.82593918231442,3.86503197976082e-11,1.27440345055738e-08,"LOC111509688","G15184","broad-complex core protein","refseq","XM_023165479.1","broad-complex core protein, transcript variant X10","n"
"TU43976",40.441196381305,20.9555194947545,7.43972868252625,8.42835751012515e-05,0.00309371242650436,"LOC111516464","G25986","probable cytochrome P450 12a5","refseq","XM_023172621.1","probable cytochrome P450 12a5, mitochondrial","n"
"TU10964",14224.6354486294,10.0425255981286,5.23299105830079,0.000257192168171368,0.0073934124170753,"LOC111503492","G6125","uncharacterized LOC111503492","refseq","XM_023157799.1","uncharacterized LOC111503492, transcript variant X3","j"
"TU10965",6176.21481638175,-27.8155198662155,3.87621342900149,2.86904235277291e-13,1.62767523360696e-10,"LOC111503492","G6125","uncharacterized LOC111503492","refseq","XM_023157799.1","uncharacterized LOC111503492, transcript variant X3","j"
"TU13433",131.086972197547,-22.7191240963669,4.28788297117399,6.04248270449769e-08,8.4154114719896e-06,"LOC111504511","G7567","potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1-like","refseq","XM_023159074.1","potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1-like","j"
"TU24259",45.972911682994,-17.0692701143439,8.97810602350958,0.000347292244176426,0.00928545874163413,"LOC111508676","G13660","peptide transporter family 1-like","refseq","XM_023164255.1","peptide transporter family 1-like","n"
"TU15877",1374.3934882945,-6.94475271471043,1.5722355339051,1.45376384095265e-06,0.000105221953951729,"LOC111505459","G8948","uncharacterized LOC111505459","refseq","XM_023160268.1","uncharacterized LOC111505459","j"
"TU22590",965.518114835463,-11.6123007481052,2.6525198663818,3.40732930123841e-06,0.000220550251314053,"LOC111508021","G12708","protein tramtrack","refseq","XM_023163438.1","protein tramtrack, beta isoform-like, transcript variant X1","k"
"TU35818",17.1053680881918,-6.33928036683937,2.92205525434721,9.11440823068954e-05,0.00327452061882158,NA,"G20565","* ---NA---","novel",NA,"---NA---","u"
"TU29658",1366.63334183093,-0.499993786338459,0.189247686558078,0.00219079073775265,0.0389296753021748,"LOC111510762","G16787","uncharacterized LOC111510762","refseq","XR_002722829.1","uncharacterized LOC111510762","k"
"TU25616",488.800634864139,-21.8546140053178,4.90019588537947,2.61750429570807e-06,0.000175920001254052,"LOC111509190","G14425","mucin-5AC-like","refseq","XM_023164882.1","mucin-5AC-like","o"
"TU15295",361.269755196022,-12.2242213447318,3.58654824846059,2.75957680338392e-05,0.00128418521014409,"LOC111505248","G8629","glucose dehydrogenase [FAD","refseq","XM_023160026.1","glucose dehydrogenase [FAD, quinone]-like","j"
"TU15293",211.789854748668,-22.2392889569047,3.3221459010546,1.21050798371236e-11,4.44752161863384e-09,"LOC111505234","G8627","uncharacterized LOC111505234","refseq","XM_023160008.1","uncharacterized LOC111505234","j"
"TU19730",172.92353170109,-13.5292604718861,9.72357613365092,0.000857562593186379,0.0187333237372277,"LOC111506914","G11064","probable N-acetylgalactosaminyltransferase 9","refseq","XM_023162135.1","probable N-acetylgalactosaminyltransferase 9","j"
"TU19732",4631.52611975038,-0.563290780031286,0.230760217988912,0.00277822214552981,0.0463362818714579,"LOC111506918","G11066","centrosome-associated zinc finger protein CP190","refseq","XM_023162139.1","centrosome-associated zinc finger protein CP190","j"
"TU28528",19.1935258059492,-27.5644312193581,6.04441340742259,1.36291481904064e-06,0.000100408993645029,"LOC111510283","G16117","uncharacterized LOC111510283","refseq","XM_023166190.1","uncharacterized LOC111510283","k"
"TU10515",2480.45188443136,-4.65756879716117,3.92136214235566,0.000640292309387627,0.0149432526990659,"LOC111503325","G5890","SH3 and multiple ankyrin repeat domains protein 3-like","refseq","XM_023157608.1","SH3 and multiple ankyrin repeat domains protein 3-like, transcript variant X3","="
"TU18060",131.329091369729,-11.1043323273053,4.56588707251672,0.000118998920254416,0.00402343588569224,"LOC111506253","G10145","zinc finger protein 271-like","refseq","XM_023161267.1","zinc finger protein 271-like, transcript variant X1","k"
"TU18069",10.0719354162097,-5.14688749545313,3.06509231986401,0.000185507296559077,0.00574819316197276,NA,"G10154","* dynactin subunit 1","novel","XP_023020056","dynactin subunit 1","u"
"TU18068",3809.47350616417,-0.769108380067764,0.285190005355366,0.000524563633302392,0.0127434608599116,"LOC111506261","G10153","zinc transporter 7","refseq","XM_023161285.1","zinc transporter 7","k"
"TU5905",3457.01578676094,-0.904520620904488,0.283575011208058,5.96357004162934e-05,0.00236446665021559,"LOC111517980","G3269","dedicator of cytokinesis protein 9","refseq","XM_023174280.1","dedicator of cytokinesis protein 9","o"
"TU5904",57.3926474336453,-2.75159023904539,0.808450020646814,2.04191246890216e-07,2.40895716285344e-05,"LOC111517980","G3268","dedicator of cytokinesis protein 9","refseq","XM_023174280.1","dedicator of cytokinesis protein 9","e"
"TU5902",1765.2153415542,-1.07278351009776,0.577329090413756,0.000676502553326107,0.015608920754913,"LOC111517980","G3267","dedicator of cytokinesis protein 9","refseq","XM_023174280.1","dedicator of cytokinesis protein 9","j"
"TU17387",615.414731970612,-20.365480216412,7.47249732206156,9.74484081070364e-05,0.00345847717383004,"LOC111506035","G9798","FERM domain-containing protein 3-like","refseq","XM_023160960.1","FERM domain-containing protein 3-like","j"
"TU17385",2363.2547238413,-23.4636042032889,5.62513683822279,5.93977832934303e-06,0.000353073603065324,"LOC111506039","G9797","xaa-Pro dipeptidase","refseq","XM_023160963.1","xaa-Pro dipeptidase, transcript variant X1","j"
"TU42659",4793.1791160083,22.3700543454078,6.8665444007682,4.10617423432514e-05,0.00176794631263164,"LOC111515884","G24997","neurocalcin homolog","refseq","XM_023172086.1","neurocalcin homolog","j"
"TU38927",3998.76638578752,-3.3212901576419,4.00529004041316,0.0018585171489461,0.034141845034306,"LOC111514343","G22515","cuticle protein 18.7","refseq","XM_023170580.1","cuticle protein 18.7","="
"TU16387",39.5289923817165,-16.8548822726573,7.64181411311609,0.000214418823276223,0.00644225028376179,"LOC111505652","G9222","neural-cadherin-like","refseq","XM_023160493.1","neural-cadherin-like","j"
"TU33078",2612.74180841454,-0.794799524599944,0.372097296265151,0.00168585663104525,0.0315713481128464,"LOC111512127","G18901","DNA ligase 3","refseq","XM_023168224.1","DNA ligase 3","="
"TU6762",90.7062208269405,-20.1787593022713,3.00515075108978,1.16890431414011e-11,4.33596063758628e-09,NA,"G3741","* ---NA---","novel",NA,"---NA---","u"
"TU27739",889.460516028792,18.9813197196149,8.20194835711119,0.00018185396996553,0.00564860100912255,"LOC111510010","G15670","serine protease 7-like","refseq","XM_023165867.1","serine protease 7-like","k"
"TU39625",410.70712951049,-17.9018372898775,8.13257418546796,0.00021669601581207,0.00649532541377764,"LOC111514629","G22950","ribonuclease P protein subunit p25-like protein","refseq","XM_023170883.1","ribonuclease P protein subunit p25-like protein","j"
"TU31435",43.3124042682356,-15.3495450777493,9.26708810328565,0.000524290962682298,0.0127434608599116,NA,"G17860","* ubiquitin carboxyl-terminal hydrolase 35","novel","XP_028151332","ubiquitin carboxyl-terminal hydrolase 35","r"
"TU20576",427.287218837834,-20.9606175296744,6.74332897940086,5.37750069083195e-05,0.00218371812264121,"LOC111507247","G11544","uncharacterized LOC111507247","refseq","XM_023162534.1","uncharacterized LOC111507247","j"
"TU4448",175.663185015366,-6.87060152034526,2.98052928932031,8.10133088540983e-05,0.00299074777892192,"LOC111517357","G2450","membrane alanyl aminopeptidase-like","refseq","XM_023173489.1","membrane alanyl aminopeptidase-like, transcript variant X1","="
"TU4441",913.471077371397,-1.04525771196902,0.307879161877157,1.44945196157057e-05,0.00075359781365862,"LOC111517354","G2447","solute carrier family 12 member 9","refseq","XM_023173486.1","solute carrier family 12 member 9","="
"TU34919",60.6684329141774,-17.0088605160156,8.9969173762535,0.000353398457221724,0.00938425025776436,"LOC111512798","G19995","origin recognition complex subunit 5","refseq","XM_023168958.1","origin recognition complex subunit 5, transcript variant X1","j"
"TU12525",13174.7543102745,5.61743781313424,0.819903031359711,5.6097545240457e-12,2.27803273714353e-09,"LOC111504106","G7006","glucose dehydrogenase [FAD","refseq","XM_023158598.1","glucose dehydrogenase [FAD, quinone]-like","="
"TU12529",1973.09370899058,-1.89595371508214,1.60865056054088,0.000400026429144594,0.0103156548018317,"LOC111504107","G7009","proton-coupled amino acid transporter-like protein CG1139","refseq","XM_023158599.1","proton-coupled amino acid transporter-like protein CG1139","="
"TU17818",783.58060135505,-3.98773110417029,0.688229330691556,1.37040152943897e-10,3.94532464199227e-08,NA,"G10023","* facilitated trehalose transporter Tret1-like","novel","XP_023026660","facilitated trehalose transporter Tret1-like","u"
"TU13663",580.387373491278,1.35323726038741,0.794420180278751,0.000287058154463671,0.00808089723218269,"LOC111504586","G7677","uncharacterized LOC111504586","refseq","XR_002722022.1","uncharacterized LOC111504586","="
"TU24046",318.17522217295,-27.594007378815,6.00379578000382,1.18669680532456e-06,9.26199480723418e-05,"LOC111508595","G13541","mannosyl-oligosaccharide glucosidase","refseq","XM_023164155.1","mannosyl-oligosaccharide glucosidase","j"
"TU24042",596.605779532707,-28.2777259788833,5.05187476601223,8.08892369385786e-09,1.43803916249608e-06,"LOC111508595","G13541","mannosyl-oligosaccharide glucosidase","refseq","XM_023164155.1","mannosyl-oligosaccharide glucosidase","j"
"TU21278",2759.05105503329,-2.77046076968789,2.50610780189048,0.000516357364317372,0.012623595944636,"LOC111507514","G11952","uncharacterized LOC111507514","refseq","XM_023162827.1","uncharacterized LOC111507514, transcript variant X1","c"
"TU16851",788.045638490916,23.8115082192853,4.91161710994815,5.22043370039668e-07,5.41381428209417e-05,"LOC111505842","G9510","zinc finger SWIM domain-containing protein 5-like","refseq","XM_023160722.1","zinc finger SWIM domain-containing protein 5-like","j"
"TU351",7719.07196867691,-2.25844030986898,3.18064462406656,0.00260818253587984,0.044286296597347,"LOC111514950","G184","ATP-binding cassette sub-family G member 4","refseq","XM_023171221.1","ATP-binding cassette sub-family G member 4","="
"TU19504",175.665128622474,-21.8045319145558,4.02320816968911,3.29711419376251e-08,5.1705720067874e-06,"LOC111506822","G10935","kelch-like ECH-associated protein 1","refseq","XM_023162027.1","kelch-like ECH-associated protein 1, transcript variant X1","j"
"TU19500",602.056150342911,-0.712070057602314,0.235017062032091,0.00027573128464123,0.00781569544371004,NA,"G10933","* THAP domain-containing protein 1 A-like","novel","KAG5874876","THAP domain-containing protein 1 A-like","u"
"TU38036",14936.5988259605,-4.65504387903409,4.03132611190024,0.000712997070751315,0.0162086040043867,"LOC111513990","G21944","uncharacterized LOC111513990","refseq","XM_023170216.1","uncharacterized LOC111513990","="
"TU14173",2965.62185778668,-1.21086663753681,0.627043744597306,0.000329412845552564,0.00896198078683132,"LOC111504783","G7972","JNK-interacting protein 1","refseq","XM_023159474.1","JNK-interacting protein 1, transcript variant X1","="
"TU44906",46.4612478139013,-1.16586086746606,1.22060240000212,0.00163850683779918,0.0308493493355865,NA,"G26689","* NAD kinase-like ","novel","XP_028135805","NAD kinase-like isoform X3","u"
"TU14282",4171.42429926043,-1.26696076267818,0.267859303984665,1.96333230655503e-08,3.20938278484238e-06,"LOC111504812","G8028","uncharacterized LOC111504812","refseq","XM_023159514.1","uncharacterized LOC111504812","="
"TU7891",200.268870167479,16.9101181894094,4.54488848416534,1.85444747225699e-05,0.00092910226733416,"LOC111502279","G4390","dynein heavy chain 7","refseq","XM_023156304.1","dynein heavy chain 7, axonemal-like","j"
"TU35518",266.837618741141,-0.82624039565597,0.381849237414693,0.00135052089442604,0.0266361937960981,NA,"G20369","* hypothetical protein JTB14_029797","novel","KAG5887117","hypothetical protein JTB14_029797","u"
"TU14828",8.69961562752166,-11.8046383598884,3.54734872052878,3.06552611390519e-05,0.00139624399553996,"LOC111505031","G8344","uncharacterized LOC111505031","refseq","XM_023159773.1","uncharacterized LOC111505031","j"
